CLIENTE,CP,SEXO,PLAN,SEM_ATRASO,SALDO,ATRASO,MORAS,P_INICIAL,P_SEMANAL,BONIF_MORAS,PLAZO_DIAS,BONIF_INTERESES,POR_DEVENGAR
12758,35000,F,REGULARIZACION,13,14259,2829,586,1003,404,0,105,0,5295
12759,35044,M,LIQUIDACION,11,788,788,304,124,121,0,56,0,0
12760,35015,F,REGULARIZACION,11,51634,4409,721,1149,707,0,105,0,26728
12761,35040,M,REGULARIZACION,10,20327,3630,663,1091,597,0,105,0,8099
12762,35183,M,LIQUIDACION,21,21240,3492,1200,2046,1329,0,56,0,10695
12763,35057,F,LIQUIDACION,110,38825,38825,12278,3881,672,12278,364,0,0
12764,35040,M,LIQUIDACION,11,1971,1971,0,291,210,0,56,0,0
12765,35029,F,LIQUIDACION,12,2060,2060,336,804,199,0,56,0,0
12766,35158,F,LIQUIDACION,43,15479,9431,3690,1475,367,3690,252,0,3606
12767,35069,M,LIQUIDACION,17,4251,1591,160,407,379,62,56,0,1364
12768,35090,F,REGULARIZACION,9,3153,1272,45,475,268,0,63,0,924
12769,35040,M,LIQUIDACION,14,1633,1633,540,517,207,0,56,0,0
12770,35029,M,REGULARIZACION,13,20009,3376,520,1093,477,0,105,0,8764
12771,35157,M,REGULARIZACION,11,11633,1715,168,518,299,0,84,0,5873
12772,35130,M,LIQUIDACION,13,5521,2980,528,994,607,0,56,0,1094
12773,35120,M,REGULARIZACION,9,23551,2900,103,1053,601,0,63,0,10995
12774,35064,F,LIQUIDACION,13,2852,2047,399,397,393,103,49,0,313
12775,35079,M,REGULARIZACION,10,13889,1590,290,479,415,0,42,0,6818
12776,35027,M,REGULARIZACION,10,10243,2206,80,674,377,0,84,0,3691
12777,35158,F,LIQUIDACION,13,1795,1553,303,502,399,0,28,0,82
12778,35040,M,REGULARIZACION,10,11424,1677,61,694,306,0,63,0,5197
12779,35044,M,REESTRUCTURA,14,10503,3258,855,568,163,0,462,0,
12780,35049,M,REGULARIZACION,13,15996,2236,544,540,306,0,126,0,8174
12781,35040,F,LIQUIDACION,12,2167,2167,528,303,299,0,56,0,0
12782,35040,F,REGULARIZACION,10,20725,2270,413,690,308,0,189,0,10364
12783,54470,M,REGULARIZACION,12,42184,5751,615,1218,524,0,441,0,22729
12784,54430,2,REGULARIZACION,6,23607,2756,221,947,750,0,63,0,12478
12785,54300,M,LIQUIDACION,14,37266,6111,2580,2626,2622,0,56,0,18765
12786,54400,F,LIQUIDACION,263,2315,2315,2129,2315,0,2129,0,0,0
12787,54760,F,REGULARIZACION,8,33046,2950,191,999,668,0,63,0,17893
12788,9920,F,LIQUIDACION,15,17741,5548,580,11728,0,197,0,0,6396
12789,54483,M,LIQUIDACION,19,33403,7486,1973,6013,1876,868,56,0,15689
12790,54449,M,REGULARIZACION,6,32778,2487,196,1007,674,0,63,0,18222
12791,54460,F,LIQUIDACION,71,20879,16910,10621,1780,890,10621,126,1963,2429.16
12792,54459,M,REGULARIZACION,13,18518,3653,889,563,636,0,84,0,8065
12793,54414,F,REGULARIZACION,9,9930,2802,214,700,500,0,105,0,4270
12794,54430,F,REGULARIZACION,10,18982,2630,178,613,455,0,105,0,9860
12795,54408,M,LIQUIDACION,465,4601,4601,4601,4601,0,4601,0,0,0
12796,54440,M,REGULARIZACION,6,14617,2872,96,1100,782,0,63,0,6318
12797,54400,F,LIQUIDACION,21,1650,1134,458,274,257,0,56,0,188
12798,54475,F,LIQUIDACION,12,5075,3797,142,577,577,0,56,0,725
12799,54448,M,LIQUIDACION,258,4101,4101,4099,4101,0,4099,0,0,0
12800,54467,M,LIQUIDACION,73,1480,1480,1112,1480,0,1112,0,0,0
12801,54480,F,LIQUIDACION,17,1186,1186,480,307,293,187,28,0,0
12802,54400,F,REGULARIZACION,13,12841,2762,668,976,310,0,273,0,6026
12803,54440,M,LIQUIDACION,14,9896,2732,746,873,866,0,56,0,3789
12804,54408,M,LIQUIDACION,44,1135,1135,1104,1135,0,1104,0,0,0
12804,54408,M,LIQUIDACION,46,1135,1135,1104,1135,0,1104,0,0,0
12805,54400,F,LIQUIDACION,69,20141,15530,7702,12968,0,7702,0,4449,2821.16
12806,55067,M,LIQUIDACION,11,4246,1739,352,724,724,0,28,0,1397
12807,54400,M,LIQUIDACION,245,2603,2603,2603,2603,0,2603,0,0,0
12808,54460,F,REGULARIZACION,10,4550,877,182,278,168,0,84,0,2003
12809,54460,F,LIQUIDACION,228,5040,5040,5028,2044,0,5028,0,2996,0
12810,54409,M,LIQUIDACION,245,5778,5778,6308,578,100,6308,364,0,0
12811,54476,F,REGULARIZACION,8,5325,1544,55,400,351,0,63,0,2299
12812,54473,M,REGULARIZACION,8,26695,2629,90,832,713,0,63,0,12452
12813,2100,F,LIQUIDACION,14,7286,2327,369,629,623,0,56,0,2963
12814,54407,F,REGULARIZACION,11,14490,1785,249,417,363,0,63,0,7700
12815,54571,F,LIQUIDACION,16,4207,2879,822,526,525,304,56,0,698
12816,54476,F,REGULARIZACION,10,35916,3677,439,1187,672,0,84,0,17191
12817,54405,F,REGULARIZACION,11,12453,4166,413,809,503,0,105,0,4984
12818,54400,M,LIQUIDACION,12,9308,4158,620,996,991,0,56,0,2818
12819,54430,F,LIQUIDACION,45,14023,13824,11399,2488,447,11399,168,778,111.22
12820,54460,F,LIQUIDACION,13,3221,3221,418,1007,329,0,56,0,0
12821,54457,M,REGULARIZACION,10,46000,4105,649,1139,544,0,315,0,26038
12822,54414,F,REGULARIZACION,11,15260,3281,202,623,706,0,63,0,5357
12823,54480,F,REGULARIZACION,7,4442,1400,220,856,352,0,84,0,1516
12824,54409,M,LIQUIDACION,13,1835,1835,375,498,214,0,56,0,0
12825,54474,F,LIQUIDACION,13,2700,1170,286,298,294,0,56,0,715
12826,54405,M,LIQUIDACION,12,14960,2112,471,967,960,0,56,0,7738
12827,54400,M,REGULARIZACION,13,8054,1819,424,507,354,0,63,0,3064
12828,54467,M,REGULARIZACION,10,16863,3166,216,1048,566,0,84,0,6805
12829,50170,F,LIQUIDACION,227,1309,1309,5135,497,83,5135,42,314,0
12830,52220,F,LIQUIDACION,268,11929,11929,10632,6307,0,10632,0,5622,0
12831,50170,F,REGULARIZACION,7,24477,1393,169,501,269,0,126,0,13567
12832,50170,M,LIQUIDACION,223,12453,12453,11418,1499,434,11418,168,538,0
12833,50110,M,LIQUIDACION,14,14818,3982,625,1157,1151,162,56,0,6519
12834,50170,M,LIQUIDACION,80,15253,15253,5577,1519,327,5577,294,0,0
12835,51355,M,LIQUIDACION,13,4246,2509,213,500,495,0,56,0,902
12836,61529,M,REGULARIZACION,12,31550,4512,642,1672,1019,0,42,0,16117
12837,50170,F,LIQUIDACION,70,11952,10080,4332,1114,416,4332,168,607,1126.06
12838,50170,M,REGULARIZACION,9,2406,1243,144,403,332,0,42,0,530
12839,50180,M,REGULARIZACION,9,13849,2805,113,722,391,0,105,0,6064
12840,50290,M,REGULARIZACION,9,5546,1492,174,501,389,0,42,0,2243
12841,81448,F,REGULARIZACION,7,5081,2118,278,668,462,0,63,0,1211
12842,81440,F,LIQUIDACION,214,11721,11721,8643,5482,0,8643,0,6239,0
12843,81520,F,LIQUIDACION,12,24121,2937,369,1640,1637,55,56,0,10910
12844,81440,M,LIQUIDACION,25,19859,4940,2602,1452,1450,1405,56,0,9090
12845,81430,M,REGULARIZACION,11,29864,4336,160,1296,797,0,63,0,15423
12846,80800,F,LIQUIDACION,21,25223,6248,2400,2019,1838,1152,56,0,11442
12847,81478,M,LIQUIDACION,187,1670,1670,3138,909,0,3138,0,761,0
12848,81520,F,LIQUIDACION,15,12709,3505,394,7555,0,0,0,0,5547
12849,81420,M,REGULARIZACION,6,16802,1626,165,665,422,0,63,0,7691
12850,81622,M,LIQUIDACION,18,2758,2758,1287,1001,313,540,56,0,0
12851,80800,F,LIQUIDACION,15,13133,5489,1012,9942,0,344,0,0,3858
12852,81478,M,REGULARIZACION,10,16373,3809,138,810,693,0,84,0,6823
12853,81500,M,REESTRUCTURA,23,3658,2714,1212,353,83,0,378,0,
12854,80870,M,LIQUIDACION,204,14522,14522,6910,1506,644,6910,126,1424,0
12855,81500,F,LIQUIDACION,11,6695,2255,174,622,621,10,56,0,2309
12856,80800,M,LIQUIDACION,12,3744,2801,104,3415,0,15,0,0,405
12857,81479,M,LIQUIDACION,25,11972,8105,3730,11924,0,2014,0,0,1764
12858,81470,M,LIQUIDACION,26,4858,3970,1998,3506,284,1078,56,0,426
12859,81450,M,REGULARIZACION,11,6168,4321,159,1999,722,0,42,0,895
12860,81450,F,REESTRUCTURA,25,17004,8203,3714,1094,251,0,546,0,
12861,81520,F,REESTRUCTURA,14,7851,2715,320,409,184,0,294,0,
12862,83106,F,NI,101,5206,5206,11066,524,236,6308,280,,
12863,81133,M,REGULARIZACION,10,49828,4680,760,1282,902,0,84,0,25474
12864,81120,F,REGULARIZACION,10,38685,5914,401,1298,878,0,168,0,18920
12865,81101,F,LIQUIDACION,14,708,708,130,107,91,3,56,0,0
12866,81049,M,REGULARIZACION,9,34606,7019,1420,2007,1714,0,42,0,16225
12867,81000,F,REGULARIZACION,12,7580,1540,109,283,391,0,42,0,2978
12868,81090,F,REGULARIZACION,9,11534,2138,197,526,376,0,126,0,5627
12869,81122,F,LIQUIDACION,356,7938,7938,4729,1001,412,4729,35,4877,0
12870,81906,M,REGULARIZACION,11,2328,759,154,141,148,0,63,0,754
12871,81142,F,LIQUIDACION,11,7489,2745,340,626,622,0,56,0,2887
12872,81178,M,REGULARIZACION,12,18547,3665,260,623,482,0,147,0,7862
12873,81161,M,LIQUIDACION,50,12724,10903,5711,7248,0,5711,0,4499,1091.72
12874,81000,F,LIQUIDACION,13,17808,4823,1175,1557,1557,0,56,0,6691
12875,81133,F,REGULARIZACION,8,16235,2237,235,617,458,0,84,0,8350
12876,81020,M,REGULARIZACION,13,30785,4135,154,687,606,0,105,0,16020
12877,81101,M,REGULARIZACION,13,18842,3002,624,2300,269,0,378,0,9570
12878,81189,F,REGULARIZACION,10,4420,1948,318,618,412,0,63,0,1488
12879,81120,F,REGULARIZACION,11,6691,2203,154,416,347,0,105,0,2718
12880,81090,F,REGULARIZACION,12,35601,3422,240,1488,586,0,63,0,17240
12881,81045,F,LIQUIDACION,47,12946,10936,7544,2018,254,7544,294,0,1086.75
12882,81114,M,REGULARIZACION,9,28837,3478,667,1228,684,0,84,0,14982
12883,81979,M,REGULARIZACION,7,33357,2387,291,1030,562,0,63,0,18612
12884,81142,M,REGULARIZACION,13,23987,4026,627,975,382,0,399,0,10537
12885,81066,M,REGULARIZACION,13,3257,1320,373,511,209,0,84,0,993
12886,81900,F,LIQUIDACION,11,2904,1331,269,337,329,40,56,0,533
12887,55020,F,LIQUIDACION,54,8713,6155,3338,4614,0,3338,0,2560,1574.45
12888,55010,M,LIQUIDACION,155,12032,12032,9273,1998,767,9273,42,5432,0
12889,55024,F,REGULARIZACION,5,7802,926,65,394,278,0,42,0,4165
12890,55029,F,REGULARIZACION,12,1984,720,160,301,131,0,63,0,347
12891,55010,F,REESTRUCTURA,22,12764,4910,1865,693,166,913,546,0,
12892,55010,F,REGULARIZACION,7,20559,2436,296,1046,574,0,63,0,9910
12893,45693,M,REGULARIZACION,7,15535,1797,213,787,427,0,63,0,6974
12894,45638,M,LIQUIDACION,257,5210,5210,2117,1573,406,1694,70,0,0
12895,45693,F,REGULARIZACION,6,29694,1536,155,606,405,0,63,0,17022
12896,45685,F,REGULARIZACION,13,6970,1690,445,305,350,0,63,0,3280
12897,45694,M,REGULARIZACION,13,15270,3172,774,789,491,0,105,0,7272
12898,47480,M,REGULARIZACION,10,15397,2595,432,722,468,0,84,0,7544
12899,45693,M,LIQUIDACION,89,22158,22158,5468,2190,384,5468,364,0,0
12899,45693,M,LIQUIDACION,89,22458,22458,5788,1413,556,4631,280,0,0
12899,45693,M,LIQUIDACION,90,22458,22458,5468,2230,389,5468,364,0,0
12900,45679,F,LIQUIDACION,66,2456,2456,2256,1360,0,2256,0,1096,0
12901,45685,F,LIQUIDACION,44,1128,1128,2494,702,0,2494,0,426,0
12902,45696,F,REGULARIZACION,11,4216,2060,76,397,411,0,63,0,1126
12903,45694,F,REGULARIZACION,6,21228,2088,298,700,574,0,63,0,11529
12904,45685,F,REGULARIZACION,6,18192,1492,50,546,378,0,63,0,8857
12905,45870,M,REGULARIZACION,13,24163,4783,194,1172,622,0,126,0,10975
12906,45590,M,LIQUIDACION,12,7059,2915,489,2010,545,102,56,0,2459
12907,45685,M,LIQUIDACION,13,2895,1935,445,364,357,0,56,0,559
12908,45693,F,LIQUIDACION,11,3238,1498,260,363,361,0,56,0,990
12909,45693,M,REGULARIZACION,5,32212,1693,197,1398,458,0,63,0,18704
12910,45693,F,REGULARIZACION,7,11786,1184,75,521,272,0,63,0,5653
12911,45694,F,REGULARIZACION,7,16337,1231,42,546,283,0,63,0,8902
12912,63178,F,LIQUIDACION,392,6179,6179,5079,499,1090,5079,14,3500,0
12913,63500,M,LIQUIDACION,237,16802,16802,9479,8589,0,9479,0,8213,0
12914,63175,F,LIQUIDACION,341,19919,19919,8016,2000,1306,8016,35,11389,0
12915,63173,F,LIQUIDACION,611,1875,1875,1436,1613,0,1436,0,262,0
12916,63164,F,LIQUIDACION,227,744,744,561,608,0,561,0,136,0
12917,63835,M,LIQUIDACION,397,17268,17268,7085,8574,0,7085,0,8694,0
12918,63000,F,LIQUIDACION,283,32684,32684,16432,13583,0,16432,0,19101,0
12919,63193,F,REGULARIZACION,9,46444,5710,535,1322,967,0,126,0,24156
12920,63770,M,LIQUIDACION,272,11613,11613,8304,4754,0,8304,0,6859,0
12921,63175,F,LIQUIDACION,479,8961,8961,7194,806,406,7194,126,847,0
12922,63780,F,LIQUIDACION,21,1304,1304,371,1620,0,55,0,0,0
12923,63036,F,LIQUIDACION,17,5398,3934,1368,759,751,0,56,0,853
12924,63173,F,REGULARIZACION,5,16379,1350,124,670,445,0,63,0,9055
12925,63517,M,LIQUIDACION,278,13090,13090,7715,6150,0,7715,0,6940,0
12926,63175,F,LIQUIDACION,262,16109,16109,5248,3000,1596,5248,21,8321,0
12927,63175,F,LIQUIDACION,311,39252,39252,8487,4000,1878,8487,42,23984,0
12928,63197,F,REESTRUCTURA,14,22962,5344,0,1149,279,0,546,0,
12929,63000,M,LIQUIDACION,288,7371,7371,5877,3814,0,5877,0,3557,0
12930,63080,M,REGULARIZACION,9,33688,5156,215,1260,1024,0,84,0,17311
12931,63500,M,LIQUIDACION,122,14476,14476,7432,8190,0,7432,0,6286,0
12931,63500,M,LIQUIDACION,121,14476,14476,7432,6623,0,7432,0,7853,0
12932,63784,F,LIQUIDACION,120,15678,15678,5590,1583,401,4472,266,0,0
12933,5410,M,LIQUIDACION,86,19429,19252,6748,1309,1081,5399,126,0,106
12934,11300,M,LIQUIDACION,14,39730,7910,1150,2919,2786,0,56,0,18503
12935,22246,M,REGULARIZACION,13,13898,2798,353,555,304,0,231,0,6048
12936,22236,F,REGULARIZACION,8,11185,2551,303,703,403,0,126,0,4381
12937,22380,M,LIQUIDACION,67,6350,6350,5912,620,1152,4730,42,0,0
12938,22206,F,REGULARIZACION,12,18274,2764,103,1020,582,0,42,0,9372
12939,22160,M,LIQUIDACION,123,7264,7264,5003,1596,109,5003,364,0,0
12940,22330,M,LIQUIDACION,14,4611,3219,587,583,577,0,56,0,811
12941,22246,F,REGULARIZACION,8,3700,1278,164,520,292,0,63,0,1451
12942,22254,F,REGULARIZACION,9,13355,2976,282,1022,746,0,42,0,6118
12943,22236,M,REGULARIZACION,13,45772,13613,3322,3318,1230,0,252,0,17794
12944,22205,M,LIQUIDACION,71,22991,16440,6750,2908,398,6750,336,0,3975.28
12945,22123,M,REGULARIZACION,13,23975,4458,167,1042,609,0,105,0,11223
12946,66646,F,LIQUIDACION,215,1803,1803,399,111,289,360,42,0,0
12947,66646,M,LIQUIDACION,217,11071,11071,4821,1227,419,0,245,0,0
12948,66646,M,LIQUIDACION,17,23943,6509,1987,15821,0,0,0,0,10109
12949,66646,M,LIQUIDACION,117,9643,9643,7297,1185,563,7297,84,1702,0
12949,66646,M,LIQUIDACION,118,9643,9643,7297,1185,563,7297,84,1702,0
12950,66650,M,LIQUIDACION,21,12375,7140,276,1303,1262,0,56,0,3129
12951,66646,F,LIQUIDACION,114,17350,17350,7141,1720,521,7141,210,0,0
12952,66648,F,REGULARIZACION,12,33467,4748,176,1074,1106,0,42,0,16911
12953,66646,M,REGULARIZACION,10,10520,3282,586,990,856,0,42,0,4274
12954,66670,F,REGULARIZACION,10,7694,1710,312,514,309,0,84,0,3575
12955,66670,F,REGULARIZACION,10,18160,2270,414,1005,352,0,105,0,9462
12956,66646,F,LIQUIDACION,18,9819,3346,648,916,916,0,56,0,3055
12957,66646,M,REGULARIZACION,8,29842,2550,386,971,575,0,63,0,13275
12958,56330,F,LIQUIDACION,263,13600,13600,8361,5974,0,8361,0,7626,0
12959,56200,F,LIQUIDACION,15,4071,2477,625,501,498,212,56,0,869
12960,55736,M,REESTRUCTURA,14,15230,4691,1248,824,260,0,420,0,
12961,56370,F,LIQUIDACION,90,6187,6187,4163,3896,0,4163,0,2291,0
12962,56370,F,REESTRUCTURA,13,10938,3098,317,1003,170,0,420,0,
12963,56370,F,REESTRUCTURA,11,6904,2424,399,605,139,0,336,0,
12964,56370,M,REGULARIZACION,13,21971,4488,694,1218,596,0,126,0,10515
12965,56370,F,LIQUIDACION,58,17586,16337,7975,1742,326,7975,336,0,768.81
12966,56260,F,REESTRUCTURA,19,2063,1501,548,250,56,0,294,0,
12967,56380,F,LIQUIDACION,47,15150,9321,5853,2020,238,5853,364,0,3151.58
12968,66368,F,REGULARIZACION,12,22659,2998,121,2002,413,0,63,0,11620
12969,66368,M,LIQUIDACION,241,23040,23040,11993,2152,466,9115,357,0,0
12970,66369,M,REGULARIZACION,5,10438,1849,149,748,457,0,63,0,4252
12971,66129,M,REGULARIZACION,9,6732,1782,360,408,359,0,84,0,3025
12972,66364,M,REGULARIZACION,10,13793,3090,565,650,672,0,63,0,6447
12973,38190,M,LIQUIDACION,14,5801,3452,248,667,662,64,56,0,1405
12974,66369,M,LIQUIDACION,12,15017,4364,1591,4046,1121,0,56,0,5441
12975,66139,M,REGULARIZACION,9,23134,3073,206,1068,525,0,105,0,12072
12976,66354,F,REGULARIZACION,12,18270,2340,520,391,343,0,126,0,8953
12977,66369,M,LIQUIDACION,21,10804,5496,434,4506,666,0,56,0,2568
12978,66140,M,REGULARIZACION,13,26037,4658,720,2007,685,0,84,0,11665
12979,66369,M,REGULARIZACION,10,19155,2235,387,710,323,0,168,0,10224
12980,66168,M,LIQUIDACION,11,4597,990,102,382,376,0,56,0,1688
12981,66119,F,REGULARIZACION,10,16032,1670,304,504,436,0,42,0,8567
12982,22234,M,REGULARIZACION,9,32013,3516,551,1201,933,0,42,0,16716
12983,22237,M,REGULARIZACION,13,13155,3192,622,884,610,0,63,0,4811
12984,22245,F,LIQUIDACION,22,16268,4949,1209,2006,1164,592,56,0,6819
12985,22244,M,REGULARIZACION,9,26144,2736,443,915,411,0,168,0,14168
12986,80020,M,REGULARIZACION,13,24332,4390,754,1042,486,0,210,0,11092
12987,56640,M,REGULARIZACION,11,8609,1985,0,705,245,0,168,0,3950
12988,56644,F,LIQUIDACION,236,9360,9360,4964,4801,0,4964,0,4559,0
12989,56644,F,LIQUIDACION,43,6153,5624,4570,3668,0,4570,0,2238,289.19
12990,56644,M,REGULARIZACION,12,19853,3427,244,1000,780,0,42,0,9178
12991,56644,M,REGULARIZACION,5,21607,1907,61,998,539,0,63,0,10950
12992,56642,F,LIQUIDACION,12,5942,1984,201,548,542,0,56,0,2053
12993,56644,M,LIQUIDACION,53,12053,11007,6680,7122,0,6680,0,4317,651.61
12994,56644,F,LIQUIDACION,15,17853,3871,408,1253,1249,0,56,0,8427
12995,56600,F,REGULARIZACION,13,14401,3300,350,1010,464,0,105,0,6069
12996,2530,F,LIQUIDACION,99,37464,37464,12022,21109,0,12022,0,16355,0
12997,56650,M,REGULARIZACION,10,24055,2551,454,711,681,0,42,0,12989
12998,56640,M,REGULARIZACION,13,14679,4321,753,835,657,0,105,0,5395
12999,56644,F,NI,19,1297.33,1297.33,529.33,1298,0,529.33,0,,
13000,56644,M,LIQUIDACION,13,5908,2336,87,544,539,0,56,0,2166
13001,56530,F,LIQUIDACION,57,25608,15008,7940,2388,415,7940,364,0,6424.24
13002,56640,F,REGULARIZACION,8,4977,615,20,258,265,0,84,0,1630
13003,44300,M,REGULARIZACION,7,38250,3050,106,887,741,0,63,0,21280
13004,44260,M,LIQUIDACION,13,2686,1897,321,525,300,83,56,0,479
13005,44340,F,LIQUIDACION,15,18314,3794,276,1254,1247,0,56,0,8800
13006,45640,M,REGULARIZACION,7,20900,1412,48,504,364,0,63,0,11606
13007,45640,F,NI,67,2589,2589,3496,2589,0,3496,0,,
13008,45416,M,REESTRUCTURA,14,11260,4320,976,1499,255,0,294,0,
13009,45638,M,LIQUIDACION,53,8369,8369,4213,829,145,4213,364,0,0
13010,45638,M,REGULARIZACION,13,6702,2120,592,601,409,0,63,0,2758
13011,45625,M,REESTRUCTURA,14,8870,3916,983,493,195,0,336,0,
13012,45620,M,LIQUIDACION,13,2339,2339,87,354,259,0,56,0,0
13013,45426,M,LIQUIDACION,24,4128,4128,2936,623,618,1497,56,0,0
13014,45620,F,REGULARIZACION,6,29786,1950,192,1009,497,0,63,0,16601
13015,45620,M,REGULARIZACION,13,10688,3328,718,848,464,0,105,0,3629
13016,45685,M,LIQUIDACION,13,3742,2065,459,518,445,0,56,0,669
13017,45629,F,LIQUIDACION,13,8791,3438,140,805,805,0,56,0,3159
13018,27110,M,LIQUIDACION,14,2888,2888,234,810,289,0,56,0,0
13019,27446,F,NI,370,3427,3427,23280,499,366,23280,56,,
13020,27020,M,LIQUIDACION,476,3382,3382,3382,18,352,3382,42,1252,0
13021,27085,F,LIQUIDACION,66,3739,3739,4481,340,171,4481,126,321,0
13022,27442,M,REGULARIZACION,10,7464,2416,164,1255,481,0,42,0,2756
13023,27040,F,REGULARIZACION,9,28223,3502,660,1089,710,0,84,0,14701
13024,27167,F,LIQUIDACION,562,15520,15520,6349,1002,1237,6349,42,7096,0
13025,27180,M,LIQUIDACION,287,11839,11839,2491,1502,574,2491,42,6893,0
13026,27040,F,LIQUIDACION,414,17887,17887,10900,77,1276,10900,42,10154,0
13027,27290,F,LIQUIDACION,359,12446,12446,7503,51,873,7503,42,7157,0
13028,27217,M,LIQUIDACION,61,5112,5112,4909,3172,0,4909,0,1940,0
13029,27013,M,REGULARIZACION,13,28299,3887,944,1692,490,0,126,0,14236
13030,27000,M,LIQUIDACION,320,6078,6078,5694,500,603,5694,21,3769,0
13030,27000,M,LIQUIDACION,322,6078,6078,5694,497,302,5694,42,3769,0
13031,32598,M,LIQUIDACION,55,19144,13020,6995,9244,0,6995,0,6327,3719.85
13032,27370,M,REGULARIZACION,9,9790,957,64,504,179,0,63,0,4235
13033,27090,F,LIQUIDACION,11,1778,1778,360,508,197,54,56,0,0
13034,27150,M,LIQUIDACION,269,11622,11622,7607,1164,249,7607,294,0,0
13034,27150,M,LIQUIDACION,270,11622,11622,7607,1146,291,7607,252,0,0
13035,27090,M,LIQUIDACION,15,2416,1811,513,507,281,174,56,0,205
13036,27170,F,LIQUIDACION,238,6058,6058,2862,3337,0,2862,0,2721,0
13037,35018,M,LIQUIDACION,13,13776,4656,810,4101,983,0,56,0,4195
13038,27220,F,REGULARIZACION,10,18400,2300,420,1012,389,0,84,0,9538
13039,27159,F,REGULARIZACION,11,29629,3630,739,1594,445,0,189,0,14839
13040,27300,F,LIQUIDACION,18,16973,3798,1463,1509,1271,614,56,0,7200
13041,35159,M,REGULARIZACION,10,46727,3773,137,2004,654,0,63,0,25895
13042,27220,F,REGULARIZACION,10,11733,2779,186,1406,530,0,63,0,4812
13043,35049,M,LIQUIDACION,12,2632,1095,186,417,452,0,28,0,862
13044,35029,F,REGULARIZACION,12,24960,3120,696,1001,465,0,105,0,12996
13045,27090,F,REGULARIZACION,9,20232,2058,139,703,374,0,84,0,10998
13046,27210,F,REGULARIZACION,8,21620,1880,268,709,421,0,63,0,11928
13047,78339,F,LIQUIDACION,262,49714,49714,28439,223,7322,28439,21,27525,0
13048,78435,M,LIQUIDACION,428,23995,23995,23995,3028,559,18717,329,0,0
13049,78399,M,LIQUIDACION,481,2811,2811,2193,1786,0,2193,0,1025,0
13049,78399,M,LIQUIDACION,482,2811,2811,2193,1786,0,2193,0,1025,0
13049,78399,M,LIQUIDACION,483,2811,2811,2193,1786,0,2193,0,1025,0
13049,78399,M,LIQUIDACION,480,2811,2811,2193,1786,0,2193,0,1025,0
13050,78399,M,LIQUIDACION,26,5471,3014,1518,552,545,819,56,0,1466
13051,78399,M,LIQUIDACION,395,821,821,821,527,0,821,0,294,0
13051,78399,M,LIQUIDACION,397,821,821,821,527,0,821,0,294,0
13051,78399,M,LIQUIDACION,396,821,821,821,527,0,821,0,294,0
13052,78399,F,LIQUIDACION,144,13233,13233,11030,1323,397,11030,210,0,0
13052,78399,F,LIQUIDACION,142,13233,13233,11030,1323,397,11030,210,0,0
13053,78440,F,LIQUIDACION,12,9929,4096,0,2003,1453,0,28,0,3002
13054,78270,M,LIQUIDACION,132,10962,10962,4557,1092,329,4557,210,0,0
13055,78384,F,LIQUIDACION,110,5843,5843,2524,717,339,2524,84,1058,0
13056,78320,M,LIQUIDACION,278,2286,2286,2286,1235,0,2286,0,1051,0
13057,78210,M,REGULARIZACION,13,14352,3708,726,1071,774,0,42,0,5804
13058,78270,M,LIQUIDACION,231,13672,13672,13291,5537,0,13291,0,8135,0
13059,78299,F,LIQUIDACION,22,7713,3435,1063,1004,695,340,56,0,2637
13060,78280,F,LIQUIDACION,52,2272,2272,254,1575,0,254,0,697,0
13061,78438,F,LIQUIDACION,42,19469,10135,6988,1048,391,5032,364,0,5614
13062,94500,F,REGULARIZACION,9,57662,6660,572,1715,1136,0,105,0,30867
13063,94542,M,REESTRUCTURA,21,9826,4672,1459,816,162,700,420,0,
13064,94442,M,LIQUIDACION,95,17241,17241,8325,10032,0,8325,0,7209,0
13065,94560,F,REGULARIZACION,9,44201,4601,719,1081,755,0,147,0,23856
13066,94580,F,LIQUIDACION,530,2686,2686,1643,449,563,1643,14,1111,0
13067,94930,M,LIQUIDACION,362,3526,3526,2832,1355,1,2832,14,2169,0
13068,94484,F,LIQUIDACION,432,3800,3800,2834,117,272,2834,42,2051,0
13069,94470,F,REGULARIZACION,12,23981,5761,814,1316,861,0,105,0,9968
13070,94516,F,REGULARIZACION,13,5941,2364,183,856,269,0,63,0,2115
13071,94558,M,REGULARIZACION,9,19748,3641,394,1234,509,0,210,0,8937
13072,94560,F,REGULARIZACION,8,15512,2008,285,540,585,0,42,0,8178
13073,94960,M,LIQUIDACION,82,14631,14631,8165,9220,0,8165,0,5411,0
13074,94470,F,REGULARIZACION,13,8232,2228,285,545,320,0,105,0,2834
13075,94510,F,REESTRUCTURA,24,6490,2276,268,294,71,0,630,0,
13076,94557,M,REGULARIZACION,7,25488,2269,236,986,531,0,63,0,13372
13077,94680,F,REGULARIZACION,8,11640,2239,278,880,501,0,63,0,5442
13078,94542,F,REGULARIZACION,8,12184,918,32,397,207,0,63,0,6558
13079,45405,M,LIQUIDACION,201,11286,11286,6681,5163,0,6681,0,6123,0
13080,45410,F,LIQUIDACION,225,9084,9084,7979,6483,0,7979,0,2601,0
13081,45410,M,REGULARIZACION,7,12114,1199,101,558,288,0,63,0,6505
13082,45410,F,LIQUIDACION,63,19629,16432,10182,1928,332,10182,364,0,1933.84
