CLIENTE,CP,SEXO,PLAN,SEM_ATRASO,SALDO,ATRASO,MORAS,P_INICIAL,P_SEMANAL,BONIF_MORAS,PLAZO_DIAS,BONIF_INTERESES,POR_DEVENGAR
28385,97246,M,LIQUIDACION,261,13269,13269,10072,5006,504,10072,84,2215,0
28386,58330,M,REGULARIZACION,11,18929,3257,391,735,610,0,84,0,9407
28387,58337,M,REGULARIZACION,9,18767,1847,126,471,428,0,63,0,10092
28388,58337,M,REGULARIZACION,10,33376,2980,544,843,543,0,84,0,18362
28389,58337,F,REGULARIZACION,13,21301,2327,493,596,268,0,189,0,11479
28390,58337,M,LIQUIDACION,244,2160,2160,1447,1927,0,1447,0,0,0
28391,58330,F,NI,5,593.5,593.5,25.23,119,53,25.23,9,,
28392,58330,F,LIQUIDACION,14,4163,2534,668,1040,474,0,56,0,978
28393,58341,F,REGULARIZACION,10,8737,999,169,280,269,0,42,0,4672
28394,45602,F,LIQUIDACION,245,20018,20018,11160,2026,346,11160,364,0,0
28395,79920,F,REGULARIZACION,10,24498,2448,188,493,444,0,84,0,13893
28396,79900,M,LIQUIDACION,14,2724,2724,827,509,507,0,42,0,0
28397,79900,F,LIQUIDACION,21,13068,2772,1075,1003,888,516,56,0,6240
28398,50225,M,LIQUIDACION,22,11415,5097,1265,1137,1131,0,56,0,3786
28399,52148,F,LIQUIDACION,128,17790,17790,8784,1788,381,8784,294,0,0
28400,52104,M,REGULARIZACION,7,9460,1505,157,653,351,0,63,0,3686
28401,91330,F,LIQUIDACION,346,7067,7067,7067,2719,0,7067,0,4348,0
28402,91330,F,LIQUIDACION,336,4426,4426,3780,3064,0,3780,0,1362,0
28403,91330,F,LIQUIDACION,297,3584,3584,2764,1384,0,2764,0,2200,0
28403,91330,F,LIQUIDACION,296,3584,3584,2764,1384,0,2764,0,2200,0
28404,93760,F,LIQUIDACION,338,4745,4745,4695,3284,0,4695,0,1461,0
28405,93760,M,LIQUIDACION,344,8255,8255,7901,4190,0,7901,0,4065,0
28406,91330,M,LIQUIDACION,336,5370,5370,4723,3687,0,4723,0,1683,0
28407,91330,F,LIQUIDACION,254,1825,1825,516,1590,0,516,0,235,0
28408,91330,F,REGULARIZACION,10,19314,2220,270,708,389,0,84,0,10318
28409,91330,F,LIQUIDACION,229,2843,2843,1493,2029,0,1493,0,814,0
28410,91330,F,REGULARIZACION,11,20692,3193,314,622,573,0,84,0,8949
28411,91345,M,LIQUIDACION,165,11307,11307,4856,1115,196,4856,364,0,0
28412,91330,M,REGULARIZACION,10,19498,1903,225,472,414,0,63,0,11136
28413,93760,F,REGULARIZACION,13,19475,3823,289,708,548,0,105,0,8551
28414,20287,F,LIQUIDACION,332,12468,12468,12283,4877,0,12283,0,7591,0
28415,20210,M,REGULARIZACION,13,10963,3093,661,515,410,0,126,0,4025
28416,20287,M,LIQUIDACION,206,4343,4343,2754,4083,0,2754,0,260,0
28416,20287,M,LIQUIDACION,207,4343,4343,2754,4083,0,2754,0,260,0
28417,48280,M,LIQUIDACION,289,19576,19576,13860,7004,0,13860,0,12572,0
28418,48290,M,REGULARIZACION,7,10269,1141,139,465,326,0,42,0,5573
28419,54189,F,REGULARIZACION,13,13643,2391,89,505,435,0,63,0,6856
28420,54189,F,LIQUIDACION,264,13782,13782,8668,6295,0,8668,0,7487,0
28421,54189,F,LIQUIDACION,12,4314,3029,235,510,505,0,56,0,667
28422,88933,M,LIQUIDACION,307,11599,11599,8763,1044,397,7011,217,0,0
28422,88933,M,LIQUIDACION,304,11599,11599,8763,4600,0,8763,0,6999,0
28423,88900,F,LIQUIDACION,42,6613,6613,5756,4619,0,5756,0,1994,0
28424,29710,F,LIQUIDACION,54,15616,13824,7702,11128,0,7702,0,3672,952
28425,29820,F,REGULARIZACION,12,19288,3388,787,636,582,0,84,0,9712
28426,29820,F,LIQUIDACION,106,4829,4829,4682,3227,0,4682,0,1602,0
28427,8650,M,REGULARIZACION,6,25232,1824,186,703,483,0,63,0,14027
28428,48200,M,REGULARIZACION,12,7463,2198,276,1037,263,0,168,0,3164
28429,48200,F,REGULARIZACION,13,18601,5781,751,933,522,0,210,0,6381
28430,48200,F,LIQUIDACION,42,2496,2155,863,1692,0,863,0,638,203.43
28431,48200,M,LIQUIDACION,59,9035,9035,5990,923,156,5990,364,0,0
28431,48200,M,LIQUIDACION,58,9035,9035,5990,923,156,5990,364,0,0
28432,48200,M,LIQUIDACION,42,19106,10718,7528,10905,0,7528,0,3936,4401.6
28433,48200,F,LIQUIDACION,43,7943,7943,7010,698,350,7010,126,945,0
28434,54040,F,LIQUIDACION,44,33286,22824,6608,5000,1253,6608,126,2617,6067.46
28435,52977,F,REGULARIZACION,10,11223,2610,476,692,552,0,63,0,4519
28436,52946,M,REGULARIZACION,8,12249,2016,359,1511,386,0,63,0,5087
28437,36829,M,LIQUIDACION,92,3914,3914,3345,350,175,3345,126,414,0
28438,36590,M,REGULARIZACION,10,21884,2300,420,696,415,0,84,0,10245
28439,83296,M,LIQUIDACION,47,15849,13473,2917,1569,388,2917,252,0,1227.75
28440,83288,F,REGULARIZACION,10,5538,2304,224,700,400,0,84,0,1393
28441,44440,M,LIQUIDACION,48,46245,32060,14987,4398,945,14987,294,0,8532.27
28442,16600,M,REGULARIZACION,11,10400,2249,157,1007,343,0,84,0,4075
28443,1860,M,REGULARIZACION,9,13220,1929,220,751,406,0,63,0,6636
28444,90445,F,REESTRUCTURA,22,8533,3542,804,1511,118,0,462,0,
28445,90453,F,REGULARIZACION,13,8671,2097,270,530,240,0,210,0,3428
28446,90450,M,REGULARIZACION,8,12145,1975,69,781,383,0,84,0,5539
28447,74573,M,REGULARIZACION,10,12502,1998,242,606,355,0,84,0,5678
28448,56430,F,LIQUIDACION,13,16994,5055,515,1450,1445,0,56,0,6534
28449,44790,F,REGULARIZACION,10,6713,1938,325,929,272,0,147,0,2837
28450,45412,F,LIQUIDACION,55,12521,9405,5047,6281,0,5047,0,4496,1846.09
28451,44720,M,LIQUIDACION,21,6146,3934,1464,822,815,0,56,0,1208
28452,45412,F,LIQUIDACION,12,4864,2740,578,610,604,0,56,0,846
28453,37900,M,REGULARIZACION,10,13152,1370,249,308,296,0,63,0,6941
28454,45430,M,REGULARIZACION,9,21371,2131,35,866,520,0,42,0,11449
28455,4630,M,LIQUIDACION,23,1693,1693,1194,255,253,608,56,0,0
28456,64988,M,REGULARIZACION,10,22615,2570,470,773,672,0,42,0,11875
28457,37800,M,LIQUIDACION,125,8439,8439,3500,1491,386,3500,126,0,0
28458,37800,M,REGULARIZACION,13,22517,3289,935,961,546,0,84,0,11628
28459,47910,F,REGULARIZACION,13,14687,4015,709,2015,567,0,84,0,5839
28460,91808,F,LIQUIDACION,14,10632,3065,541,856,849,0,56,0,4195
28461,67300,F,REGULARIZACION,9,16989,4230,686,1156,1175,0,42,0,7666
28462,67300,F,REGULARIZACION,9,21304,2104,283,527,415,0,84,0,11600
28463,67300,M,REGULARIZACION,9,15122,1789,362,496,405,0,63,0,8151
28464,67300,M,REGULARIZACION,8,22641,1761,0,601,464,0,42,0,12330
28465,67300,F,LIQUIDACION,12,12064,3088,722,2107,816,151,56,0,5440
28466,50180,M,LIQUIDACION,87,14745,14745,8955,7868,0,8955,0,6877,0
28467,9510,M,LIQUIDACION,69,5092,5092,3155,1082,618,2840,49,0,0
28468,9696,F,LIQUIDACION,23,14724,8906,1068,1544,1541,0,56,0,3492
28469,9690,F,LIQUIDACION,53,6200,5300,3007,5769,0,3007,0,0,485
28470,71220,M,REGULARIZACION,13,27740,4965,0,776,624,0,105,0,14109
28471,68274,F,LIQUIDACION,22,5190,4473,1152,642,642,564,56,0,423
28472,68258,M,REGULARIZACION,11,14982,2442,559,529,378,0,126,0,7590
28473,90605,M,LIQUIDACION,111,10964,10964,4280,1094,235,4280,294,0,0
28474,90140,F,REGULARIZACION,8,15492,2611,280,721,633,0,63,0,7377
28475,54987,M,LIQUIDACION,117,9524,9524,3535,6233,0,3535,0,3291,0
28476,55716,F,REGULARIZACION,12,14381,3503,130,594,395,0,231,0,6542
28477,54980,M,LIQUIDACION,12,5632,2112,471,878,506,0,56,0,2140
28478,55714,F,REGULARIZACION,13,11498,3401,244,990,355,0,210,0,5001
28479,54980,F,REGULARIZACION,9,24104,2358,381,793,446,0,84,0,13114
28480,20126,M,REGULARIZACION,12,28201,3909,274,728,474,0,210,0,14392
28481,20358,M,REGULARIZACION,13,38949,6028,226,1393,819,0,105,0,19779
28482,20126,F,LIQUIDACION,13,9920,1861,321,685,684,0,56,0,4939
28483,91948,F,LIQUIDACION,232,1902,1902,1666,868,0,1666,0,1034,0
28484,77160,F,LIQUIDACION,14,9820,2338,577,821,818,173,56,0,3616
28485,36644,F,LIQUIDACION,586,27144,27144,20384,2704,470,20384,364,0,0
28485,36644,F,LIQUIDACION,586,26894,26894,20384,2714,465,20384,364,0,0
28485,36644,F,LIQUIDACION,585,27394,27394,20384,2746,474,20384,364,0,0
28485,36644,F,LIQUIDACION,585,27644,27644,20384,2788,478,20384,364,0,0
28486,36589,M,LIQUIDACION,178,15878,15878,5169,6601,0,5169,0,9277,0
28487,54870,M,LIQUIDACION,15,2561,2561,769,397,334,261,56,0,0
28488,53663,M,LIQUIDACION,127,3379,3379,3008,3379,0,3008,0,0,0
28489,53427,M,LIQUIDACION,482,6470,6470,5886,6470,0,5886,0,0,0
28490,55770,M,LIQUIDACION,131,9451,9451,8048,5864,0,8048,0,3587,0
28491,55023,M,REGULARIZACION,6,46520,3216,327,1074,861,0,63,0,26035
28492,56610,M,LIQUIDACION,126,6912,6912,3579,4285,0,3579,0,2627,0
28493,92880,F,LIQUIDACION,12,2070,1426,300,259,256,63,56,0,269
28494,92830,M,REGULARIZACION,10,13290,3310,604,799,614,0,84,0,5799
28495,86330,M,NI,77,3126,3126,5109,3127,0,5109,0,,
28496,86650,F,REGULARIZACION,11,8817,2713,188,786,459,0,84,0,3115
28497,57500,M,LIQUIDACION,71,4926,4926,3454,2413,0,3454,0,2513,0
28498,98064,M,REGULARIZACION,12,39431,5256,1174,1618,788,0,105,0,20538
28499,98067,M,REGULARIZACION,13,14396,3220,740,1004,468,0,105,0,6695
28500,98064,F,REGULARIZACION,11,4248,1298,264,384,262,0,63,0,1427
28501,98615,M,REGULARIZACION,12,29850,4780,480,1277,581,0,189,0,13690
28502,98600,M,REGULARIZACION,13,22938,3204,760,1067,463,0,105,0,11934
28503,42186,M,REGULARIZACION,9,21792,2845,508,1065,377,0,231,0,10766
28504,42030,F,LIQUIDACION,125,21136,21136,10112,1563,460,8090,329,0,0
28505,81400,F,LIQUIDACION,53,13085,10472,5946,1255,221,5946,364,0,1412.78
28506,55010,M,LIQUIDACION,102,13728,13728,4286,13728,0,4286,0,0,0
28507,55017,M,REESTRUCTURA,21,9643,6189,139,505,220,33,294,0,
28508,55017,F,REESTRUCTURA,11,18686,3894,791,974,237,0,546,0,
28509,55720,M,LIQUIDACION,101,14787,14787,7486,7771,0,7486,0,7016,0
28510,55016,M,REGULARIZACION,7,11553,2305,83,1154,505,0,42,0,5729
28511,31107,M,LIQUIDACION,223,7900,7900,3902,790,237,3902,210,0,0
28512,54040,M,REGULARIZACION,12,13362,3053,115,730,295,0,189,0,6037
28513,31104,M,REGULARIZACION,12,16368,2292,88,724,414,0,63,0,8500
28514,52680,F,REGULARIZACION,13,30852,4899,958,800,599,0,189,0,15100
28515,52650,M,LIQUIDACION,52,10131,6725,3895,1134,538,3895,84,1248,2106
28516,52600,M,LIQUIDACION,116,13051,13051,7633,2002,406,6107,217,0,0
28516,52600,M,LIQUIDACION,117,13051,13051,7633,2005,263,7633,294,0,0
28517,52500,M,LIQUIDACION,58,14812,14812,10261,1498,317,10261,294,0,0
28517,52500,M,LIQUIDACION,55,14812,14812,11261,2002,427,11261,210,0,0
28518,52640,F,LIQUIDACION,43,13604,10592,7106,1494,459,7106,168,638,1812
28519,52710,F,LIQUIDACION,21,15048,5544,2250,1506,1434,0,56,0,5760
28520,32650,M,LIQUIDACION,55,18924,14865,8643,1829,456,8643,252,0,2467.96
28521,32670,F,REGULARIZACION,9,25564,2652,401,888,705,0,42,0,13080
28522,32674,F,LIQUIDACION,41,3001,3001,2204,1705,0,2204,0,1296,0
28523,32575,M,REESTRUCTURA,23,12524,7834,828,668,302,0,294,0,
28524,32575,M,REGULARIZACION,13,17424,2574,624,831,369,0,105,0,9000
28525,32599,F,LIQUIDACION,110,14628,14628,3992,1476,274,3992,336,0,0
28526,32040,M,LIQUIDACION,62,8594,8594,6803,791,389,6803,126,801,0
28527,32574,M,REGULARIZACION,8,23263,3381,70,1082,781,0,63,0,10528
28528,32560,M,LIQUIDACION,118,5421,5421,5353,901,603,5353,42,902,0
28529,32575,F,REESTRUCTURA,18,10110,3550,596,536,154,0,462,0,
28530,32576,F,REGULARIZACION,10,27746,3690,674,1114,666,0,84,0,13854
28531,32594,F,REGULARIZACION,9,16848,1818,363,607,350,0,84,0,8856
28532,32140,F,REGULARIZACION,11,14270,2560,471,794,359,0,147,0,5829
28533,32690,M,LIQUIDACION,103,14144,14144,7384,1253,622,7384,126,1695,0
28534,32178,M,LIQUIDACION,52,15578,11354,5889,2207,1471,5889,42,2570,2568
28535,32575,F,LIQUIDACION,79,17671,17671,8992,1759,884,8992,126,0,0
28536,32575,F,LIQUIDACION,88,18329,18329,7959,1829,550,7959,210,0,0
28536,32575,F,LIQUIDACION,87,18329,18329,7959,1829,550,7959,210,0,0
28537,32575,F,REGULARIZACION,12,31756,3842,239,1019,617,0,84,0,15439
28538,32695,M,REGULARIZACION,9,13195,1858,305,524,503,0,42,0,6425
28539,32599,F,REGULARIZACION,8,28108,2419,156,683,588,0,63,0,15112
28540,32590,M,LIQUIDACION,107,14447,14447,8517,1409,514,8517,168,702,0
28541,32599,M,LIQUIDACION,115,8361,8361,7638,763,385,7638,126,668,0
28542,32575,F,REGULARIZACION,13,13524,2548,726,923,479,0,63,0,6076
28543,32220,F,REGULARIZACION,10,15610,2970,322,962,463,0,126,0,7545
28544,32651,M,LIQUIDACION,112,4415,4415,3980,2988,0,3980,0,1427,0
28545,32695,F,LIQUIDACION,16,20088,6257,1796,1776,1776,0,56,0,7840
28546,32575,F,LIQUIDACION,17,3159,2809,815,446,441,0,56,0,206
28547,32625,F,REGULARIZACION,8,7738,1974,150,793,439,0,63,0,3478
28548,32330,F,LIQUIDACION,59,15874,9604,4760,1700,804,4760,84,1748,3803.04
28549,72495,F,LIQUIDACION,65,22967,14890,6837,4988,600,6837,168,900,4905
28550,77539,M,REGULARIZACION,8,7420,2120,302,802,470,0,63,0,3200
28551,72310,F,REGULARIZACION,7,13224,1064,129,508,245,0,63,0,7360
28552,56617,M,LIQUIDACION,19,19748,4170,311,1325,1318,136,56,0,9202
28553,56617,F,LIQUIDACION,124,24834,24834,7670,2474,430,7670,364,0,0
28553,56617,F,LIQUIDACION,122,23839,23839,7670,2383,1192,7670,126,0,0
28554,57460,M,REGULARIZACION,12,17982,3746,815,1529,595,0,84,0,8467
28555,49087,M,REGULARIZACION,10,20030,3990,727,1204,725,0,84,0,9323
28556,59050,M,REGULARIZACION,9,16154,1826,124,634,364,0,63,0,8759
28557,59058,M,LIQUIDACION,44,22345,15041,10400,16849,0,10400,0,1579,4101.28
28558,54680,M,LIQUIDACION,118,6315,6315,3835,2985,111,3835,210,0,0
28558,54680,M,LIQUIDACION,119,6315,6315,3835,5054,0,3835,0,1261,0
28559,54763,M,LIQUIDACION,102,17674,17674,9042,2037,475,0,364,0,0
28560,66064,F,LIQUIDACION,243,17028,17028,6078,7633,0,6078,0,9395,0
28561,64104,F,REGULARIZACION,10,14885,2484,90,652,640,0,42,0,6621
28562,64208,M,REGULARIZACION,7,15160,2077,206,600,517,0,63,0,6840
28563,66000,F,REGULARIZACION,9,10166,1836,276,552,364,0,84,0,4090
28564,66050,F,LIQUIDACION,13,2800,1383,384,333,325,0,56,0,816
28565,64102,F,REGULARIZACION,9,17680,2236,80,650,484,0,63,0,8266
28566,64106,M,REGULARIZACION,13,23067,3029,237,1195,425,0,84,0,12126
28567,64104,F,REGULARIZACION,4,7590,785,23,444,286,0,63,0,3226
28568,66050,M,REGULARIZACION,10,13104,3899,677,1217,533,0,84,0,4659
28569,64100,M,REGULARIZACION,10,12479,2447,290,561,464,0,84,0,5330
28570,66050,M,REGULARIZACION,13,9439,1987,0,613,290,0,84,0,4554
28571,64100,F,LIQUIDACION,50,11782,11102,8690,1856,1237,8690,42,2417,317.51
28572,66064,F,LIQUIDACION,42,4639,4639,1994,742,494,1994,42,933,0
28573,66023,M,LIQUIDACION,13,4539,2145,153,796,427,0,56,0,1344
28574,64100,F,LIQUIDACION,14,3424,2645,713,2306,229,0,56,0,414
28575,64106,M,LIQUIDACION,13,11867,4238,632,1203,1120,0,56,0,3924
28576,64103,M,LIQUIDACION,20,11173,5951,912,1191,1185,0,56,0,2717
28577,66023,M,REGULARIZACION,8,31305,2816,400,1057,631,0,63,0,15727
28578,66064,M,REESTRUCTURA,26,19980,10295,605,1030,271,0,504,0,
28579,66023,F,REGULARIZACION,7,8175,2134,133,1099,492,0,63,0,2770
28580,66050,M,REGULARIZACION,6,9648,1410,144,709,355,0,63,0,4062
28581,66050,F,REESTRUCTURA,14,15429,4129,432,794,209,0,504,0,
28582,66050,F,REGULARIZACION,9,16753,2488,223,1041,439,0,126,0,7519
28583,66050,M,REGULARIZACION,13,20643,4417,494,1065,634,0,105,0,8800
28584,66050,F,REGULARIZACION,9,13895,2116,142,905,512,0,42,0,6606
28585,66050,F,REGULARIZACION,9,15270,1932,128,702,407,0,63,0,7424
28586,66064,M,LIQUIDACION,14,2293,1688,443,808,241,0,56,0,205
28587,66000,M,REESTRUCTURA,18,21002,6029,1080,1050,250,0,588,0,
28588,66000,M,LIQUIDACION,142,18239,18239,9045,6410,0,9045,0,11829,0
28589,66000,M,LIQUIDACION,258,9675,9675,3636,5850,0,3636,0,3825,0
28590,66000,F,LIQUIDACION,214,8364,8364,4820,1022,486,4820,84,1510,0
28591,66000,M,LIQUIDACION,251,18617,18617,5408,5004,2359,4868,42,0,0
28592,66000,M,LIQUIDACION,185,12445,12445,7774,1109,553,7774,126,1382,0
28592,66000,M,LIQUIDACION,182,12445,12445,7774,1109,553,7774,126,1382,0
28592,66000,M,LIQUIDACION,183,12445,12445,7774,1109,553,7774,126,1382,0
28593,66000,F,REGULARIZACION,9,20218,2523,81,609,686,0,42,0,10558
28594,66000,M,LIQUIDACION,112,1333,1333,2462,1018,0,2462,0,315,0
28595,66000,M,REESTRUCTURA,15,19058,4308,1191,3517,214,0,546,0,
28596,66357,F,REGULARIZACION,9,8924,3272,439,2406,565,0,63,0,2255
28597,66008,M,REGULARIZACION,12,25102,3760,785,1008,591,0,105,0,10448
28598,64620,M,LIQUIDACION,188,27179,27179,8316,9952,0,8316,0,17227,0
28599,66632,F,LIQUIDACION,19,4117,2282,322,447,443,0,56,0,1145
28600,66440,F,LIQUIDACION,13,15630,3269,430,2001,1855,0,28,0,7430
28601,66056,F,LIQUIDACION,18,2466,2103,633,451,331,0,56,0,123
28602,66023,F,LIQUIDACION,71,1994,1994,1938,1206,0,1938,0,788,0
28603,67256,F,REGULARIZACION,10,17346,2630,374,528,443,0,105,0,7441
28604,67140,M,REGULARIZACION,9,10476,2679,433,795,517,0,84,0,3594
28605,66478,M,LIQUIDACION,13,5392,2397,185,520,514,0,56,0,1444
28606,66119,M,REGULARIZACION,9,17480,1656,335,375,334,0,84,0,9374
28607,66116,F,REESTRUCTURA,23,7832,3622,1550,702,111,0,546,0,
28608,66360,M,LIQUIDACION,50,13903,9625,6074,1308,393,6074,210,0,2265.5
28608,66360,M,LIQUIDACION,49,13903,9439,6074,1640,773,6074,84,1484,2364
28608,66360,M,LIQUIDACION,51,13903,9811,6074,1313,394,6074,210,0,2167
28609,66139,F,REGULARIZACION,9,11976,3078,499,832,481,0,147,0,4251
28610,66350,M,REGULARIZACION,9,20351,3178,363,820,632,0,84,0,9575
28611,66118,F,LIQUIDACION,66,11362,11362,8092,978,353,6474,238,0,0
28612,66359,F,LIQUIDACION,67,39633,34550,15295,3876,972,15295,252,0,3043
28613,66239,M,LIQUIDACION,11,16101,3798,780,10041,0,0,0,0,6840
28614,66490,F,LIQUIDACION,21,4862,2940,114,519,511,0,56,0,1072
28615,67195,F,LIQUIDACION,54,10966,10631,7295,1093,335,5836,203,0,208
28616,88500,M,LIQUIDACION,56,25186,16969,9168,7410,502,7335,273,0,4491
28617,67250,F,LIQUIDACION,13,2167,2167,704,319,319,0,56,0,0
28618,36414,F,LIQUIDACION,11,10060,3405,331,977,972,0,56,0,2967
28619,36370,M,LIQUIDACION,14,22457,3521,464,1523,1427,0,56,0,11382
28620,66357,F,REGULARIZACION,9,15186,2201,147,534,496,0,63,0,7817
28621,66367,F,REGULARIZACION,10,19609,3626,603,1025,631,0,105,0,8459
28622,67254,M,REGULARIZACION,12,23547,4576,678,1093,919,0,63,0,9842
28623,67257,F,LIQUIDACION,13,998,998,287,701,73,0,56,0,0
28624,67257,F,REESTRUCTURA,24,11006,7096,3028,702,222,0,420,0,
28625,67269,M,REGULARIZACION,9,15996,2268,92,1004,444,0,63,0,8320
28626,97230,F,LIQUIDACION,239,21953,21953,12474,2193,380,12474,364,0,0
28627,97314,M,LIQUIDACION,170,9102,9102,6468,912,273,6468,210,0,0
28628,86650,F,LIQUIDACION,16,22029,4965,475,1549,1545,0,56,0,10314
28629,96340,M,LIQUIDACION,60,16481,16481,8785,1661,285,8785,364,0,0
28630,93305,F,LIQUIDACION,471,10172,10172,8612,1016,218,8612,294,0,0
28631,56613,M,LIQUIDACION,271,50459,50459,24130,21031,0,24130,0,29428,0
28632,56613,M,LIQUIDACION,224,19757,19757,14172,2477,360,14172,336,0,0
28633,56617,F,LIQUIDACION,64,25315,21565,12343,2459,428,12343,364,0,2268.57
28634,56530,M,LIQUIDACION,12,5096,3048,237,597,592,0,56,0,1210
28635,4300,F,LIQUIDACION,267,5962,5962,4523,994,276,4523,126,0,0
28636,67160,M,LIQUIDACION,58,44912,34104,20039,3746,1869,20039,126,3788,6534.73
28637,67110,F,REESTRUCTURA,17,11790,4556,28,605,186,0,420,0,
28638,67110,F,REGULARIZACION,7,16548,1791,195,646,460,0,63,0,8169
28639,67110,F,LIQUIDACION,48,7639,7639,7464,731,273,7464,168,356,0
28640,67160,F,REGULARIZACION,9,16178,2167,78,518,590,0,42,0,6873
28641,67150,F,REGULARIZACION,10,9747,3185,215,1060,570,0,84,0,2908
28642,66050,F,REGULARIZACION,9,6748,2052,137,496,289,0,84,0,2133
28643,65600,F,LIQUIDACION,11,24117,5163,916,1805,1801,0,56,0,11466
28644,66050,F,LIQUIDACION,16,20554,5718,1171,1658,1652,0,56,0,8705
28645,66583,F,REGULARIZACION,10,31032,3898,142,1217,674,0,84,0,16414
28646,66064,M,REGULARIZACION,10,18108,2532,462,763,458,0,84,0,8996
28647,66559,F,LIQUIDACION,18,2419,2177,840,507,344,0,56,0,82
28648,67250,F,LIQUIDACION,13,17405,4463,170,1240,1240,0,56,0,7848
28649,66647,F,LIQUIDACION,12,4574,2926,290,2000,358,0,56,0,725
28650,66633,F,LIQUIDACION,17,5856,2958,960,2999,402,0,56,0,1302
28651,66647,F,LIQUIDACION,20,2393,2361,397,559,558,0,28,0,17
28652,66473,F,REGULARIZACION,13,15818,3410,128,1555,371,0,147,0,7520
28653,67277,M,REGULARIZACION,10,18495,2100,380,547,386,0,84,0,9867
28654,67250,M,REGULARIZACION,13,16104,3432,834,1110,492,0,105,0,7680
28655,67280,F,REGULARIZACION,6,25511,1578,223,795,404,0,63,0,14385
28656,67280,M,REGULARIZACION,10,25915,2888,493,1015,746,0,42,0,13440
28657,45640,M,LIQUIDACION,44,3603,3603,3495,379,62,3495,364,0,0
28658,45623,M,LIQUIDACION,78,24276,24276,10857,13559,0,10857,0,10717,0
28659,54879,M,LIQUIDACION,43,22064,8471,5927,2005,322,5927,364,0,8242.27
28660,25050,M,REGULARIZACION,9,25554,2622,176,884,662,0,42,0,13639
28661,25140,F,REGULARIZACION,12,15711,4740,1252,1797,835,0,63,0,6554
28662,25086,F,REGULARIZACION,7,2072,712,85,316,169,0,63,0,583
28663,25030,M,LIQUIDACION,214,3486,3486,2800,2772,0,2800,0,714,0
28664,25016,F,LIQUIDACION,179,7029,7029,4015,3302,688,3614,42,0,0
28665,25019,F,REGULARIZACION,9,6617,1970,310,766,505,0,42,0,2747
28666,25096,F,LIQUIDACION,13,17736,3314,123,1225,1221,0,56,0,8152
28667,25023,M,REGULARIZACION,12,16760,2273,84,506,543,0,42,0,7905
28668,25000,M,LIQUIDACION,12,19611,4488,1190,2491,1405,249,56,0,8402
28669,25097,F,LIQUIDACION,13,2164,2164,873,341,337,0,56,0,0
28670,25194,F,REGULARIZACION,6,2303,903,626,540,369,0,42,0,686
28671,25016,M,REGULARIZACION,13,15705,4691,890,1291,598,0,105,0,6618
28672,25050,F,REGULARIZACION,12,18418,4430,180,1175,515,0,147,0,8313
28673,25040,M,LIQUIDACION,11,4462,3459,641,1309,468,51,56,0,520
28674,25016,F,LIQUIDACION,225,16893,16893,6947,2997,1158,6947,84,0,0
28675,25016,M,REGULARIZACION,12,15083,4405,492,1142,479,0,168,0,6309
28676,25016,F,REGULARIZACION,10,16767,2140,391,643,559,0,42,0,8562
28677,25088,F,LIQUIDACION,50,18752,11529,6383,1793,332,6383,336,0,4359.22
28678,27400,M,LIQUIDACION,47,3050,3050,2933,2060,0,2933,0,990,0
28679,72160,M,LIQUIDACION,23,9629,5244,2342,1052,1052,1147,56,0,2595
28680,27087,M,REGULARIZACION,8,8058,1789,160,505,426,0,63,0,2822
28681,27273,M,LIQUIDACION,12,3701,2435,939,520,515,0,56,0,768
28682,27376,M,LIQUIDACION,238,2959,2959,2959,1765,0,2959,0,1194,0
28683,27199,M,REGULARIZACION,9,19713,2334,346,556,420,0,105,0,9679
28684,27310,F,LIQUIDACION,13,5139,2323,554,752,506,144,56,0,1712
28685,27338,M,LIQUIDACION,12,11179,3073,591,964,960,124,56,0,4192
28686,35188,M,LIQUIDACION,14,11275,3042,526,1205,937,0,56,0,4267
28687,35069,F,REGULARIZACION,9,14234,1470,208,445,319,0,105,0,7730
28688,35139,M,LIQUIDACION,14,8506,1882,381,1007,578,0,56,0,4048
28689,35120,F,REGULARIZACION,9,23511,2180,0,772,442,0,63,0,12637
28690,35044,M,REGULARIZACION,10,22736,2320,421,853,464,0,63,0,12159
28691,35137,F,LIQUIDACION,16,5849,4050,1460,2007,583,0,56,0,907
28692,35133,M,REGULARIZACION,9,31926,2701,110,1014,573,0,63,0,17609
28693,35049,F,REGULARIZACION,10,16389,3340,612,948,608,0,84,0,6212
28694,27087,F,REGULARIZACION,13,17497,2782,634,1493,378,0,84,0,8912
28695,27089,F,LIQUIDACION,55,2478,2478,2455,403,268,2455,42,467,0
